global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
558,come_in,58,59,HBM,is this done ? Proposals for additions to the Catalogue come in steadily from National Certificate centres . These &lsquo; centre-devised &rsquo; modules,is_VBZ this_DT0 done_VDN ?_PUN Proposals_NN2 for_PRP additions_NN2 to_PRP the_AT0 Catalogue_NN1 come_VVB in_AVP-PRP steadily_AV0 from_PRP National_AJ0 Certificate_NN1 centres_NN2 ._PUN These_DT0 &lsquo;_PUQ centre-devised_AJ0 &rsquo;_PUQ modules_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=58,75060031,75060033,come_in_AV0,7
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,7
643,come_out,43,44,KB8,"twenty nine seater bus . I mean , the seats come out so that wheelchairs can go in but in between times it","twenty_CRD nine_CRD seater_NN1 bus_NN1 ._PUN I_PNP mean_VVB ,_PUN the_AT0 seats_NN2 come_VVB out_AVP so_AV0 that_CJT wheelchairs_NN2 can_VM0 go_VVI in_AVP-PRP but_CJC in_AVP between_PRP times_NN2 it_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=43,105892889,105892891,come_out_AV0,7
658,come_out,58,59,K8R,"I 've warned you &mdash; get out from there . Come out here . &rsquo; She was wearing pale green dungarees , soaked","I_PNP 've_VHB warned_VVN you_PNP &mdash;_PUN get_VVB out_AVP from_PRP there_AV0 ._PUN Come_VVB out_AVP here_AV0 ._PUN &rsquo;_PUQ She_PNP was_VBD wearing_VVG pale_AJ0 green_AJ0-NN1 dungarees_NN2 ,_PUN soaked_AJ0-VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=58,103983873,103983875,come_out_AV0,7
682,come_out,82,83,KBH,"sweetheart , please . Come on . You do n't come out here with it normally do you ? You can walk round","sweetheart_NN1 ,_PUN please_AV0 ._PUN Come_VVB on_AVP ._PUN You_PNP do_VDB n't_XX0 come_VVI out_AVP here_AV0 with_PRP it_PNP normally_AV0 do_VDB you_PNP ?_PUN You_PNP can_VM0 walk_VVI round_PRP-AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=82,106491227,106491229,come_out_AV0,7
684,come_out,84,85,AD1,with it . &rsquo; &lsquo; Yes . &rsquo; &lsquo; They come out very clean . &rsquo; &lsquo; So I thought . &rsquo; They,with_PRP it_PNP ._PUN &rsquo;_PUQ &lsquo;_PUQ Yes_ITJ ._PUN &rsquo;_PUQ &lsquo;_PUQ They_PNP come_VVB out_AVP very_AV0 clean_AJ0 ._PUN &rsquo;_PUQ &lsquo;_PUQ So_CJS I_PNP thought_VVD ._PUN &rsquo;_PUQ They_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=84,7747556,7747558,come_out_AV0,7
692,come_out,92,93,G25,on top . The ends on top . The ends come out parallel with the standing part ( Fig 5 ) . LARKS,on_PRP top_NN1-AJ0 ._PUN The_AT0 ends_NN2 on_PRP top_NN1-AJ0 ._PUN The_AT0 ends_NN2 come_VVB out_AVP parallel_AV0 with_PRP the_AT0 standing_NN1-AJ0 part_NN1 (_PUL Fig_NN1 5_CRD )_PUR ._PUN LARKS_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=92,63283095,63283097,come_out_AV0,7
730,give_up,30,31,C98,"the first few months , George was insistent that she give up the market stall . &lsquo; We can take no risks ,","the_AT0 first_ORD few_DT0 months_NN2 ,_PUN George_NP0 was_VBD insistent_AJ0 that_CJT she_PNP give_VVB up_AVP the_AT0 market_NN1 stall_NN1-VVB ._PUN &lsquo;_PUQ We_PNP can_VM0 take_VVI no_AT0 risks_NN2 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=30,24501799,24501801,give_up_AT0,7
739,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,7
747,give_up,47,14,KE2,"Oh I see . Oh . You 'll have to give up hamsters wo n't you , most definitely . Oh you 've","Oh_ITJ I_PNP see_VVB ._PUN Oh_ITJ ._PUN You_PNP 'll_VM0 have_VHI to_TO0 give_VVI up_AVP-PRP hamsters_NN2 wo_VM0 n't_XX0 you_PNP ,_PUN most_AV0 definitely_AV0 ._PUN Oh_ITJ you_PNP 've_VHB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=13,109448802,109448804,give_up_NN2,7
756,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,7
765,give_up,65,46,B0P,sluggish canal-like one . It is not surprising that many give up fishing at an age when they should be at their peak,sluggish_AJ0 canal-like_AJ0 one_PNI ._PUN It_PNP is_VBZ not_XX0 surprising_AJ0 that_CJT many_DT0 give_VVB up_AVP fishing_NN1 at_PRP an_AT0 age_NN1 when_CJS they_PNP should_VM0 be_VBI at_PRP their_DPS peak_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=45,16526701,16526703,give_up_NN1,7
803,give_in,3,4,A9H,"this season . For one who is better with some give in the ground and who is having his seasonal debut , Beech","this_DT0 season_NN1 ._PUN For_PRP one_PNI who_PNQ is_VBZ better_AJC with_PRP some_DT0 give_VVB in_AVP the_AT0 ground_NN1 and_CJC who_PNQ is_VBZ having_VHG his_DPS seasonal_AJ0 debut_NN1 ,_PUN Beech_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=3,4924297,4924299,give_in_AT0,7
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,7
820,give_in,20,21,CMF,"of school-children , we might expect that the answers they give in an interview held in the headmaster 's study will be different","of_PRF school-children_NN2 ,_PUN we_PNP might_VM0 expect_VVI that_CJT the_AT0 answers_NN2 they_PNP give_VVB in_AVP an_AT0 interview_NN1 held_VVN-VVD in_PRP the_AT0 headmaster_NN1 's_POS study_NN1 will_VM0 be_VBI different_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=20,38956384,38956386,give_in_AT0,7
827,give_in,27,7,G07,. He wo n't beat me . I wo n't give in . I wo n't be broken by him . I 've,._PUN He_PNP wo_VM0 n't_XX0 beat_VVI me_PNP ._PUN I_PNP wo_VM0 n't_XX0 give_VVI in_AVP ._PUN I_PNP wo_VM0 n't_XX0 be_VBI broken_VVN by_PRP him_PNP ._PUN I_PNP 've_VHB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=6,61056997,61056999,give_in_PUN,7
884,give_in,84,10,HHX,give more money to the Common Market budget than we give in aid to the third world . What sense is there in,give_VVB more_DT0 money_NN1 to_PRP the_AT0 Common_AJ0 Market_NN1 budget_NN1 than_CJS we_PNP give_VVB in_AVP aid_NN1 to_PRP the_AT0 third_ORD world_NN1 ._PUN What_DTQ sense_NN1 is_VBZ there_AV0 in_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=9,79209562,79209564,give_in_NN1,7
900,give_out,1,2,AP8,Kendal of &lsquo; hosiers attending Markets to collect stockings and give out worsted . &rsquo; Kirkby Stephen had a stocking market of renown,Kendal_NP0 of_PRF &lsquo;_PUQ hosiers_NN2 attending_VVG Markets_NN2 to_TO0 collect_VVI stockings_NN2 and_CJC give_VVB out_AVP worsted_NN1 ._PUN &rsquo;_PUQ Kirkby_NP0 Stephen_NP0 had_VHD a_AT0 stocking_NN1 market_NN1 of_PRF renown_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=1,12842533,12842535,give_out_NN1,7
937,give_out,38,2,AMS,"forest , then to conifers , and then the trees give out altogether , giving a stretch of low , alpine vegetation ,","forest_NN1 ,_PUN then_AV0 to_PRP conifers_NN2 ,_PUN and_CJC then_AV0 the_AT0 trees_NN2 give_VVB out_AVP altogether_AV0 ,_PUN giving_VVG a_AT0 stretch_NN1 of_PRF low_AJ0 ,_PUN alpine_AJ0 vegetation_NN1 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9va&batch=1,11501147,11501149,give_out_AV0,7
955,give_out,56,7,HT4,centre of the room . Try to choose heaters which give out enough heat to suit the size of the room . If,centre_NN1 of_PRF the_AT0 room_NN1 ._PUN Try_VVB to_TO0 choose_VVI heaters_NN2 which_DTQ give_VVB out_AVP enough_DT0 heat_NN1-VVB to_TO0 suit_VVI the_AT0 size_NN1 of_PRF the_AT0 room_NN1 ._PUN If_CJS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=6,86600967,86600969,give_out_DT0,7
956,give_out,57,8,J8G,"perhaps which er would n't give up , would n't give out enough light Mm erm otherwise you 'll Do you take sugar","perhaps_AV0 which_DTQ er_UNC would_VM0 n't_XX0 give_VVI up_AVP ,_PUN would_VM0 n't_XX0 give_VVI out_AVP enough_DT0 light_NN1-AJ0 Mm_ITJ erm_UNC otherwise_AV0 you_PNP 'll_VM0 Do_VDB you_PNP take_VVI sugar_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=7,95148229,95148231,give_out_DT0,7
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,7
999,give_away,7,8,ACS,"have a proper breakfast , walk to the station , give away the TV set , and go to church every Sunday instead","have_VHB a_AT0 proper_AJ0 breakfast_NN1 ,_PUN walk_VVB-NN1 to_PRP the_AT0 station_NN1 ,_PUN give_VVB away_AV0 the_AT0 TV_NN1 set_NN1 ,_PUN and_CJC go_VVB to_PRP church_NN1 every_AT0 Sunday_NP0 instead_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=7,7512527,7512529,give_away_AT0,7
1054,give_away,62,4,CRA,"the thought of securitising its mortgage assets &mdash; &lsquo; why give away margin ? &rsquo; asks Jon Foulds , its chairman since 1990","the_AT0 thought_NN1 of_PRF securitising_VVG its_DPS mortgage_NN1 assets_NN2 &mdash;_PUN &lsquo;_PUQ why_AVQ give_VVI away_AV0 margin_NN1 ?_PUN &rsquo;_PUQ asks_VVZ Jon_NP0 Foulds_NP0 ,_PUN its_DPS chairman_NN1 since_PRP 1990_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=3,40672395,40672397,give_away_NN1,7
1056,give_away,64,1,CBC,Major . Graham Taylor is hoping that Santa wo n't give away any goals to England 's World Cup opponents &mdash; or he,Major_NP0 ._PUN Graham_NP0 Taylor_NP0 is_VBZ hoping_VVG that_CJT Santa_NP0 wo_VM0 n't_XX0 give_VVI away_AV0 any_DT0 goals_NN2 to_PRP England_NP0 's_POS World_NN1 Cup_NN1 opponents_NN2 &mdash;_PUN or_CJC he_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=0,27262624,27262626,give_away_DT0,7
1065,give_away,73,2,HH3,", look first for furniture in second-hand shops , and give away old household items to be sold by charities . Aluminium cans",",_PUN look_VVB-NN1 first_ORD for_PRP furniture_NN1 in_PRP second-hand_AJ0 shops_NN2 ,_PUN and_CJC give_VVB away_AV0 old_AJ0 household_NN1 items_NN2 to_TO0 be_VBI sold_VVN by_PRP charities_NN2 ._PUN Aluminium_NN1 cans_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=1,77532333,77532335,give_away_AJ0,7
1071,give_away,79,8,JN7,it Well the trade would be benefiting because when we give away free tickets we 're taking commission away from them . This,it_PNP Well_AV0 the_AT0 trade_NN1 would_VM0 be_VBI benefiting_AJ0-VVG because_CJS when_CJS we_PNP give_VVB away_AV0 free_AJ0 tickets_NN2 we_PNP 're_VBB taking_VVG commission_NN1 away_AV0 from_PRP them_PNP ._PUN This_DT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=7,95995683,95995685,give_away_AJ0,7
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,8
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,8
33,agree_on,33,34,AP0,pulled a switchblade on his director because they could n't agree on the way to do a scene . I imitated his style and,pulled_VVD a_AT0 switchblade_NN1 on_PRP his_DPS director_NN1 because_CJS they_PNP could_VM0 n't_XX0 agree_VVI on_PRP the_AT0 way_NN1 to_TO0 do_VDI a_AT0 scene_NN1 ._PUN I_PNP imitated_VVD his_DPS style_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=33,12711943,12711946,agree_on_AT0,8
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,8
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,8
100,agree_with,0,1,K5L,"The majority , 77 per cent , agree or strongly agree with the statement that : &lsquo; A single parent can bring up","The_AT0 majority_NN1 ,_PUN 77_CRD per_UNC cent_UNC ,_PUN agree_VVB or_CJC strongly_AV0 agree_VVB with_PRP the_AT0 statement_NN1 that_CJT :_PUN &lsquo;_PUQ A_AT0 single_AJ0 parent_NN1 can_VM0 bring_VVI up_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=0,103087333,103087335,agree_with_AT0,8
143,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,8
157,agree_with,57,58,FLB,"mean there are No I quite agree , I also agree with the lady who said that one of the important things is","mean_VVB there_EX0 are_VBB No_ITJ I_PNP quite_AV0 agree_VVB ,_PUN I_PNP also_AV0 agree_VVB with_PRP the_AT0 lady_NN1 who_PNQ said_VVD that_CJT-DT0 one_CRD of_PRF the_AT0 important_AJ0 things_NN2 is_VBZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=57,55280333,55280335,agree_with_AT0,8
178,agree_with,78,79,FL4,"of the Aha . as well that I personally a agree with the lady over there as I 'm now , with all","of_PRF the_AT0 Aha_ITJ ._PUN as_CJS well_AV0 that_CJT I_PNP personally_AV0 a_UNC agree_VVB with_PRP the_AT0 lady_NN1 over_PRP there_AV0 as_CJS I_PNP 'm_VBB now_AV0 ,_PUN with_PRP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=78,55237458,55237460,agree_with_AT0,8
179,agree_with,79,80,HU2,was significant for the right colon only . These findings agree with a previous study of diabetic neuropathy where constipation was the most,was_VBD significant_AJ0 for_PRP the_AT0 right_AJ0-NN1 colon_NN1 only_AV0 ._PUN These_DT0 findings_NN2 agree_VVB with_PRP a_AT0 previous_AJ0 study_NN1 of_PRF diabetic_AJ0 neuropathy_NN1 where_CJS-AVQ constipation_NN1 was_VBD the_AT0 most_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=79,87760053,87760055,agree_with_AT0,8
217,agree_that,17,18,CEJ,Evangelists Believe about the Death of Jesus All the Evangelists agree that the death of Jesus was necessary . All three understand the,Evangelists_NN2 Believe_VVB about_PRP-AVP the_AT0 Death_NN1 of_PRF Jesus_NP0 All_DT0 the_AT0 Evangelists_NN2 agree_VVB that_CJT the_AT0 death_NN1 of_PRF Jesus_NP0 was_VBD necessary_AJ0 ._PUN All_DT0 three_CRD understand_VVB the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=17,31318453,31318455,agree_that_AT0,8
218,agree_that,18,19,H7X,level . All who have given thought to the matter agree that an apparatus as complex as the human eye could not possibly,level_NN1 ._PUN All_DT0 who_PNQ have_VHB given_VVN thought_NN1 to_PRP the_AT0 matter_NN1 agree_VVB that_CJT an_AT0 apparatus_NN1 as_AV0 complex_AJ0 as_CJS the_AT0 human_AJ0-NN1 eye_NN1 could_VM0 not_XX0 possibly_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=18,71257681,71257683,agree_that_AT0,8
232,agree_that,32,33,CAN,"Gallie , and Nichols and Beynon ( 1977 ) , agree that the description of work in a continuous -process plant given by","Gallie_NP0 ,_PUN and_CJC Nichols_NP0 and_CJC Beynon_NP0-NN1 (_PUL 1977_CRD )_PUR ,_PUN agree_VVB that_CJT the_AT0 description_NN1 of_PRF work_NN1 in_PRP a_AT0 continuous_AJ0 -process_AJ0-NN1 plant_NN1 given_VVN by_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=32,26338158,26338160,agree_that_AT0,8
263,agree_that,63,64,GXJ,"all the evidence , the Committee may still decide to agree that the Council was right to refuse your child a place in","all_DT0 the_AT0 evidence_NN1 ,_PUN the_AT0 Committee_NN1 may_VM0 still_AV0 decide_VVI to_TO0 agree_VVI that_CJT the_AT0 Council_NN1 was_VBD right_AJ0 to_TO0 refuse_VVI your_DPS child_NN1 a_AT0 place_NN1 in_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=63,69220903,69220905,agree_that_AT0,8
267,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,8
322,agree_to,22,23,K5D,. The hope is that it could be possible to agree to look for alternative possibilities for Mrs Falconer . &rsquo; Long-term health,._PUN The_AT0 hope_NN1 is_VBZ that_CJT it_PNP could_VM0 be_VBI possible_AJ0 to_TO0 agree_VVI to_TO0 look_VVI for_PRP alternative_AJ0 possibilities_NN2 for_PRP Mrs_NP0 Falconer_NP0 ._PUN &rsquo;_PUQ Long-term_AJ0 health_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=22,102671495,102671497,agree_to_VVI,8
342,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,8
347,agree_to,47,48,EE0,"You can then borrow , multiples of the amount you agree to repay by regular transfers . The account goes on from year","You_PNP can_VM0 then_AV0 borrow_VVI ,_PUN multiples_NN2 of_PRF the_AT0 amount_NN1 you_PNP agree_VVB to_TO0 repay_VVI by_PRP regular_AJ0 transfers_NN2 ._PUN The_AT0 account_NN1 goes_VVZ on_AVP from_PRP year_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=47,46817232,46817234,agree_to_VVI,8
388,agree_to,88,89,JXT,"you deliver . &rsquo; &lsquo; You mean , if I agree to play the gaoler . I 'm sorry , but I do","you_PNP deliver_VVB ._PUN &rsquo;_PUQ &lsquo;_PUQ You_PNP mean_VVB ,_PUN if_CJS I_PNP agree_VVB to_TO0 play_VVI the_AT0 gaoler_NN1 ._PUN I_PNP 'm_VBB sorry_AJ0 ,_PUN but_CJC I_PNP do_VDB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=88,96996516,96996518,agree_to_VVI,8
396,agree_to,96,97,J6V,"case involving substantial injury and continuing disability , attempt to agree to disclose his reports on the basis of mutual exchange for the","case_NN1 involving_VVG substantial_AJ0 injury_NN1 and_CJC continuing_AJ0 disability_NN1 ,_PUN attempt_VVB-NN1 to_TO0 agree_VVI to_TO0 disclose_VVI his_DPS reports_NN2 on_PRP the_AT0 basis_NN1 of_PRF mutual_AJ0 exchange_NN1 for_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=96,94390879,94390881,agree_to_VVI,8
401,come_back,1,2,EWH,"get out and do n't come back . Do n't come back ever &hellip; "" The full force of her loss came in","get_VVB out_AVP and_CJC do_VDB n't_XX0 come_VVI back_AVP ._PUN Do_VDB n't_XX0 come_VVI back_AVP ever_AV0 &hellip;_PUN ""_PUQ The_AT0 full_AJ0 force_NN1 of_PRF her_DPS loss_NN1 came_VVD in_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=1,50084341,50084343,come_back_AV0,8
416,come_back,16,17,GYV,"extra opportunity to go back onto that job should it come back again in the near future , then he would , he","extra_AJ0 opportunity_NN1 to_TO0 go_VVI back_AVP onto_PRP that_DT0 job_NN1 should_VM0 it_PNP come_VVI back_AVP again_AV0 in_PRP the_AT0 near_AJ0 future_NN1 ,_PUN then_AV0 he_PNP would_VM0 ,_PUN he_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=16,69441423,69441425,come_back_AV0,8
422,come_back,22,23,GVP,and came straight across to her . &lsquo; Has Gebrec come back yet ? Have you seen Philippe ? &rsquo; she asked .,and_CJC came_VVD straight_AV0 across_AV0 to_PRP her_PNP ._PUN &lsquo;_PUQ Has_VHZ Gebrec_NP0 come_VVI back_AVP yet_AV0 ?_PUN Have_VHB you_PNP seen_VVN Philippe_NP0 ?_PUN &rsquo;_PUQ she_PNP asked_VVD ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=22,67849581,67849583,come_back_AV0,8
438,come_back,38,39,GV2,"&rsquo; &lsquo; You had been meticulous , why did you come back today ? &rsquo; &lsquo; Because you 'd been to Nice .","&rsquo;_PUQ &lsquo;_PUQ You_PNP had_VHD been_VBN meticulous_AJ0 ,_PUN why_AVQ did_VDD you_PNP come_VVI back_AVP today_AV0 ?_PUN &rsquo;_PUQ &lsquo;_PUQ Because_CJS you_PNP 'd_VHD been_VBN to_PRP Nice_AJ0 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=38,67223446,67223448,come_back_AV0,8
468,come_back,68,69,KA8,warmly and implore her most genuinely &lsquo; Will ye no come back again ? &rsquo; HERTS-BEDS-CAMBS There was great excitement at the MacIntyre,warmly_AV0 and_CJC implore_VVB her_DPS most_AV0 genuinely_AV0 &lsquo;_PUQ Will_VM0 ye_PNP no_AV0 come_VVI back_AVP again_AV0 ?_PUN &rsquo;_PUQ HERTS-BEDS-CAMBS_NP0 There_EX0 was_VBD great_AJ0 excitement_NN1 at_PRP the_AT0 MacIntyre_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=68,105370994,105370996,come_back_AV0,8
